id_cliente,documento,fecha_registro,segmento,ciudad,score_crediticio
1518,33835237,2025-08-12,PREMIUM ,BOGOTÁ,792
1519,16662064,2022-04-27,VIP,BARRANQUILLA,526
1520,15728394,2023-01-08,B,MEDELLÍN,448
1521,63798337W,2025-11-08,PREMIUM,BARRANQUILLA,362
1522,61946342,2023-04-27,A,BOGOTA,572
1523,30658359,2023-01-04,VIP,BOGOTÁ,327
1524,35243940,2022-09-01,A,BOGOTA,670
1525,97260739,2025-08-27,VIP,CALI,517
1526,11572138,2022-08-07,PREMIUM ,MEDELLÍN,357
1527,54171571J,2023-06-19,C,BOGOTÁ,587
1528,90514152,2022-08-29,VIP,BOGOTA,527
1529,66825938,2025-06-13,A,BOGOTÁ,485
1530,84110701,2023-11-27,VIP,CALI,509
1531,51888352,2024-11-17,VIP,BOGOTA,746
1532,16427095,2023-09-04,PREMIUM,BOGOTÁ,669
1533,57206309,2023-08-12,A,CALI,791
1534,38093327,2022-07-20,PREMIUM ,BOGOTÁ,483
1535,58442092,2023-12-11,A,CALI,836
1536,18132162,2023-08-15,PREMIUM ,CALI,549
1537,19492989,2022-07-25,B,BOGOTÁ,372
1538,26613311,2023-04-23,VIP,BOGOTÁ,659
1539,99947346,2023-04-28,A,BARRANQUILLA,451
1540,40271417,2024-11-13,PREMIUM ,BOGOTÁ,582
1541,22696688,2022-11-21,C,CALI,570
1542,41239860,2025-09-11,C,MEDELLÍN,581
1543,63182422,2024-12-13,VIP,BOGOTÁ,650
1544,98316755,2022-01-17,VIP,MEDELLÍN,439
1545,69366531,2025-08-21,A,BOGOTÁ,386
1546,67153903O,2022-08-30,VIP,MEDELLÍN,428
1547,23356632,2025-09-24,PREMIUM,BOGOTÁ,677
1548,93260243,2024-06-02,VIP,MEDELLÍN,732
1549,83414100M,2023-09-20,C,BOGOTÁ,745
1550,38756261,2025-06-15,C,BOGOTÁ,442
1551,61923821,2023-04-08,PREMIUM,BOGOTÁ,601
1552,45027732,2024-06-05,PREMIUM ,MEDELLÍN,369
1553,70126058,2022-05-04,VIP,BARRANQUILLA,411
1554,71203758,2025-11-21,VIP,MEDELLÍN,770
1555,61982996,2022-09-03,PREMIUM ,BOGOTA,491
1556,71395288,2023-05-18,PREMIUM ,BARRANQUILLA,479
1557,96904519,2025-08-01,VIP,CALI,802
1558,94742716,2026-02-15,VIP,BOGOTA,491
1559,31419897K,2025-04-15,PREMIUM ,CALI,536
1560,86413476,2024-12-04,PREMIUM ,BOGOTÁ,355
1561,60758892,2024-07-15,VIP,MEDELLÍN,496
1562,98897082,2022-02-08,VIP,BOGOTÁ,813
1563,62420967,2025-11-04,VIP,CALI,329
1564,50866635,2023-09-11,A,BARRANQUILLA,744
1565,36801589,2024-06-15,PREMIUM ,CALI,756
1566,14181726,2024-04-17,A,CALI,794
1567,92031862,2023-10-17,A,BARRANQUILLA,842
1568,29375691,2025-05-18,VIP,MEDELLÍN,738
1569,43378855,2025-01-31,VIP,BOGOTA,410
1570,22275520,2024-03-28,PREMIUM ,BOGOTÁ,490
1571,57468948,2022-10-06,VIP,MEDELLÍN,634
1572,69871253,2026-02-12,PREMIUM,BOGOTÁ,507
1573,18821437,2024-06-28,C,BOGOTÁ,828
1574,72640623,2024-01-08,A,CALI,728
1575,23693090,2022-09-06,VIP,BOGOTÁ,665
1576,72701639,2025-05-27,PREMIUM ,CALI,1042
1577,81926775,2026-02-14,B,MEDELLÍN,359
1578,70422713,2022-09-28,PREMIUM ,BARRANQUILLA,706
1579,44068385,2023-04-28,B,CALI,325
1580,16434323,2024-03-12,VIP,BOGOTA,689
1581,10685503,2022-04-10,VIP,CALI,445
1582,14777421,2023-09-01,PREMIUM ,CALI,312
1583,59035647,2026-02-01,C,BOGOTA,698
1584,14218346,2022-05-31,A,MEDELLÍN,718
1585,56884754R,2024-12-15,PREMIUM,BOGOTÁ,421
1586,76725931,2025-02-04,VIP,BOGOTA,616
1587,32919530,2023-02-27,VIP,BOGOTÁ,349
1588,38412258,2022-12-13,C,MEDELLÍN,463
1589,11765317,2025-01-18,VIP,BOGOTÁ,427
1590,42676719,2023-12-05,PREMIUM,BOGOTA,762
1591,12416826,2022-04-10,VIP,BARRANQUILLA,489
1592,65546284,2025-06-28,VIP,BOGOTÁ,583
1593,18499970,2023-12-21,B,MEDELLÍN,435
1594,64702250,2025-08-03,C,BARRANQUILLA,458
1595,12362854,2023-09-28,C,CALI,803
1596,53682162,2023-05-25,PREMIUM,BOGOTÁ,402
1597,27552508,2023-06-20,B,CALI,612
1598,20298825,2024-05-03,B,BOGOTA,529
1599,60690929,2024-02-18,PREMIUM ,BOGOTÁ,496
1600,64745659,2022-04-16,PREMIUM ,CALI,470
1601,17752342,2025-03-07,PREMIUM,MEDELLÍN,752
1602,48854533,2024-06-10,PREMIUM,BARRANQUILLA,793
1603,27353731,2023-08-16,VIP,BOGOTA,392
1604,12050053,2022-12-08,VIP,CALI,587
1605,75586599,2022-10-13,VIP,BOGOTÁ,756
1606,55278419,2024-06-06,VIP,BARRANQUILLA,305
1607,50180087,2023-11-08,C,BOGOTA,746
1608,78668521,2023-01-27,C,BARRANQUILLA,700
1609,60877374,2023-10-25,PREMIUM ,BOGOTA,751
1610,51321256,2024-02-25,PREMIUM,BOGOTÁ,715
1611,44045431,2022-07-16,PREMIUM ,MEDELLÍN,753
1612,49755285,2025-09-23,VIP,BOGOTÁ,492
1613,18796015,2022-04-05,PREMIUM,BOGOTA,814
1614,51999675,2024-07-01,PREMIUM,MEDELLÍN,375
1615,12343136,2025-10-30,C,BOGOTA,829
1616,14422888,2025-10-18,PREMIUM,BOGOTÁ,382
1617,26862382,2023-03-17,A,BOGOTA,368
1618,75320191G,2025-05-15,B,CALI,329
1619,27075099,2022-08-28,A,BOGOTÁ,536
1620,61087727,2023-04-08,C,BOGOTÁ,794
1621,78552265,2023-05-10,B,BARRANQUILLA,789
1622,22479981,2024-06-24,C,BOGOTÁ,613
1623,37898230,2022-06-03,VIP,MEDELLÍN,324
1624,24495074,2026-01-03,B,BOGOTA,415
1625,39073121,2022-01-29,PREMIUM ,BARRANQUILLA,398
1626,85810388,2022-10-01,VIP,MEDELLÍN,704
1627,35514668,2022-02-09,A,MEDELLÍN,802
1628,96817611,2023-12-03,PREMIUM,MEDELLÍN,420
1629,98761297,2023-05-08,PREMIUM,BARRANQUILLA,353
1630,44968906,2024-10-25,PREMIUM,BOGOTA,540
1631,63289146,2023-07-13,VIP,BARRANQUILLA,561
1632,36293611,2024-12-16,PREMIUM,BOGOTA,790
1633,48689071F,2025-12-06,B,BOGOTÁ,597
1634,97457467,2023-05-28,VIP,BOGOTA,632
1635,36875637,2023-11-16,VIP,BARRANQUILLA,773
1636,27686426,2024-07-09,PREMIUM,BOGOTÁ,582
1637,16240327,2024-03-19,VIP,CALI,562
1638,66620918,2025-10-02,VIP,BOGOTÁ,311
1639,95313277,2023-03-01,VIP,BOGOTÁ,316
1640,33916796,2025-02-09,PREMIUM ,BOGOTA,764
1641,50322851,2025-11-22,C,BOGOTA,819
1642,16918863,2025-12-06,VIP,BARRANQUILLA,474
1643,36099300,2023-06-26,C,CALI,699
1644,38116038,2022-12-30,VIP,BOGOTÁ,479
1645,49028092,2023-12-16,C,BOGOTÁ,592
1646,77178382,2022-02-26,VIP,BOGOTÁ,527
1647,31978898,2024-06-12,VIP,BOGOTA,760
1648,75034404F,2022-06-26,VIP,BOGOTÁ,326
1649,79427484,2023-11-05,B,BOGOTA,580
1650,22063550,2023-08-17,A,BOGOTÁ,463
1651,12429151,2023-07-01,VIP,BOGOTÁ,445
1652,73808437,2026-01-06,PREMIUM ,MEDELLÍN,329
1653,51505238,2024-05-08,PREMIUM,MEDELLÍN,333
1654,80886205,2024-09-04,C,BOGOTÁ,520
1655,98862643,2023-08-03,PREMIUM ,MEDELLÍN,666
1656,58291558,2024-07-18,PREMIUM,BARRANQUILLA,849
1657,10506995,2022-06-02,VIP,MEDELLÍN,538
1658,68259896,2023-04-24,C,BOGOTÁ,447
1659,71555999,2023-03-14,A,BOGOTÁ,687
1660,70321284,2023-06-07,C,BARRANQUILLA,577
1661,90443169,2024-07-20,VIP,MEDELLÍN,434
1662,46635794,2024-10-30,PREMIUM,CALI,789
1663,44595998,2025-09-10,A,CALI,683
1664,75743288,2025-01-01,VIP,CALI,488
1665,45173714,2025-05-08,A,BOGOTÁ,480
1666,31219187,2025-10-13,PREMIUM ,BARRANQUILLA,437
1667,86384571,2026-02-04,C,CALI,443
1668,70251437,2025-06-20,C,BOGOTÁ,722
1669,16818922,2025-10-14,VIP,BOGOTÁ,387
1670,27929098,2026-02-16,PREMIUM ,MEDELLÍN,640
1671,50553798,2025-04-20,B,CALI,709
1672,25393675,2022-05-20,PREMIUM ,BOGOTÁ,524
1673,42250847G,2024-08-10,VIP,BARRANQUILLA,620
1674,75985129,2023-01-15,C,MEDELLÍN,685
1675,14102553N,2023-11-25,VIP,BOGOTÁ,595
1676,85543722,2024-10-15,VIP,BOGOTÁ,630
1677,53293890,2025-08-09,A,BOGOTA,311
1678,96903273,2023-07-04,VIP,BOGOTA,481
1679,77985200,2024-03-28,A,BOGOTÁ,615
1680,23317715,2022-04-17,VIP,BOGOTÁ,395
1681,30849083,2023-12-05,C,BARRANQUILLA,597
1682,58617184,2022-04-24,PREMIUM ,CALI,660
1683,14639022,2022-08-30,C,BOGOTÁ,720
1684,35657039,2025-08-19,A,CALI,536
1685,34465875,2022-07-24,PREMIUM,BOGOTÁ,662
1686,76147880,2025-09-11,VIP,BARRANQUILLA,635
1687,51997785,2026-02-08,B,BOGOTA,621
1688,93629479,2024-07-12,VIP,BOGOTÁ,372
1689,68765512,2024-10-03,A,BOGOTÁ,821
1690,46900577,2025-12-22,C,BARRANQUILLA,338
1691,96536512F,2022-03-21,VIP,BOGOTÁ,734
1692,73058842,2024-07-31,C,MEDELLÍN,685
1693,92320668,2024-09-14,VIP,BOGOTÁ,826
1694,71766811,2025-10-18,PREMIUM,BARRANQUILLA,639
1695,11196311,2025-04-12,PREMIUM ,BOGOTÁ,427
1696,11462603,2022-03-09,VIP,BARRANQUILLA,935
1697,44741269,2024-05-22,C,CALI,505
1698,54378959,2024-12-07,VIP,BOGOTÁ,655
1699,56992088,2023-07-25,C,BOGOTÁ,395
1700,99059475,2025-05-02,C,BOGOTÁ,829
1701,72595266,2025-10-20,PREMIUM,BOGOTÁ,779
1702,92322831,2024-04-30,A,BOGOTÁ,751
1703,47416039,2024-03-12,VIP,BARRANQUILLA,761
1704,57375247,2023-05-22,B,BOGOTÁ,636
1705,20176828,2022-03-28,PREMIUM,BARRANQUILLA,826
1706,91683112,2024-10-13,C,BARRANQUILLA,609
1707,34747780,2025-02-13,PREMIUM,BOGOTÁ,408
1708,95482326D,2023-10-27,VIP,BOGOTÁ,505
1709,79578794,2022-07-20,VIP,BOGOTÁ,544
1710,53922786,2025-11-29,PREMIUM ,BOGOTA,775
1711,65394229,2023-12-13,A,BOGOTÁ,489
1712,41785895,2025-05-05,A,BARRANQUILLA,550
1713,72110920,2022-03-20,B,BOGOTÁ,625
1714,48837854,2025-12-10,VIP,BOGOTÁ,1118
1715,15219574,2025-12-28,A,BARRANQUILLA,643
1716,24223887,2025-08-11,A,BOGOTÁ,831
1717,42329598,2022-02-20,VIP,MEDELLÍN,357
1718,34928384,2026-02-12,C,BOGOTÁ,625
1719,21765788,2023-07-19,VIP,BOGOTA,411
1720,99853600,2025-08-16,PREMIUM ,MEDELLÍN,430
1721,24284450,2022-05-04,C,BOGOTÁ,774
1722,35435339,2025-05-20,PREMIUM,MEDELLÍN,511
1723,24912584,2023-01-21,PREMIUM,MEDELLÍN,542
1724,84954636,2022-02-16,A,BOGOTÁ,487
1725,24136405,2025-12-30,A,BARRANQUILLA,775
1726,75534828,2022-10-15,A,BOGOTÁ,1110
1727,71394671,2025-04-27,PREMIUM,BOGOTÁ,325
1728,53484059,2023-04-13,VIP,MEDELLÍN,436
1729,95543663,2024-01-02,VIP,BARRANQUILLA,734
1730,33254222,2024-04-25,VIP,BOGOTÁ,738
1731,71912105L,2023-12-07,VIP,BOGOTÁ,710
1732,17775679,2022-09-25,C,BARRANQUILLA,668
1733,45569506P,2025-03-29,VIP,BOGOTÁ,531
1734,98606138,2025-02-09,VIP,BOGOTA,351
1735,62134150,2025-02-26,VIP,MEDELLÍN,566
1736,20463128,2026-01-05,PREMIUM ,MEDELLÍN,720
1737,68576692,2024-06-29,PREMIUM,BARRANQUILLA,568
1738,98924540,2025-10-27,A,BOGOTÁ,417
1739,93377781,2023-02-17,PREMIUM,CALI,559
1740,36859824,2025-02-19,PREMIUM ,BARRANQUILLA,306
1741,35897482V,2022-02-19,VIP,MEDELLÍN,647
1742,92556904,2024-02-04,VIP,BOGOTÁ,1178
1743,12455918,2024-08-31,PREMIUM,BOGOTA,612
1744,24042008,2022-01-21,VIP,BOGOTÁ,353
1745,71086560,2023-12-31,A,CALI,463
1746,34365389,2023-12-15,PREMIUM,MEDELLÍN,846
1747,64062018,2024-10-08,PREMIUM,BOGOTA,713
1748,72648941,2023-07-19,B,MEDELLÍN,516
1749,10801125,2022-11-03,PREMIUM,CALI,806
1750,29470911,2025-06-21,VIP,CALI,545
1751,86807487,2025-07-18,B,BOGOTÁ,386
1752,22901865,2022-07-29,B,BOGOTÁ,818
1753,54476240,2025-03-27,B,CALI,468
1754,47221001,2025-01-25,B,BOGOTÁ,740
1755,92620796,2024-02-09,VIP,BOGOTA,605
1756,79198496,2023-07-17,PREMIUM ,BOGOTA,812
1757,93199163,2023-08-22,VIP,BARRANQUILLA,815
1758,55949429,2025-12-11,VIP,BARRANQUILLA,559
1759,16355421,2024-11-20,C,BARRANQUILLA,477
1760,30805820,2023-08-15,VIP,MEDELLÍN,590
1761,71065507,2025-02-08,PREMIUM,BOGOTÁ,582
1762,78015259E,2022-03-16,VIP,BOGOTÁ,807
1763,89325711,2024-08-10,PREMIUM ,BOGOTÁ,654
1764,18288515,2025-04-22,B,BOGOTÁ,720
1765,38447661,2024-08-27,VIP,BARRANQUILLA,1031
1766,85964061,2022-10-12,C,MEDELLÍN,577
1767,53635777,2025-05-28,PREMIUM,BOGOTÁ,407
1768,79376221,2023-02-02,PREMIUM ,BOGOTA,829
1769,43059070,2025-06-08,PREMIUM,BARRANQUILLA,1152
1770,55525374,2024-07-01,PREMIUM,MEDELLÍN,741
1771,66628313,2024-07-18,PREMIUM,BOGOTÁ,689
1772,51163819,2023-01-22,A,BARRANQUILLA,318
1773,80463377,2026-01-18,A,CALI,656
1774,30080139,2022-03-06,VIP,BOGOTA,454
1775,69147144,2025-01-11,VIP,BOGOTÁ,545
1776,65436107,2022-11-23,A,BOGOTA,840
1777,28866922,2025-05-25,A,BOGOTÁ,416
1778,81414529,2025-09-01,A,CALI,786
1779,19003281,2022-12-19,VIP,BOGOTÁ,558
1780,45284715,2022-03-08,B,CALI,721
1781,31807008,2025-02-07,PREMIUM,BOGOTÁ,663
1782,25678986,2023-09-23,VIP,MEDELLÍN,495
1783,25234145,2022-02-07,C,CALI,321
1784,67691307,2025-10-09,PREMIUM,CALI,682
1785,23552664,2022-10-30,PREMIUM,BARRANQUILLA,802
1786,72565460,2022-03-17,PREMIUM,BOGOTÁ,443
1787,48117599,2025-08-25,C,BARRANQUILLA,519
1788,12795126,2025-05-31,VIP,BOGOTÁ,732
1789,40535317,2022-02-04,A,BOGOTÁ,715
1790,55566678,2023-03-11,A,BOGOTÁ,496
1791,44456905,2023-09-14,B,BARRANQUILLA,550
1792,85616014,2022-04-11,VIP,BOGOTÁ,422
1793,73539547,2023-06-21,VIP,MEDELLÍN,328
1794,28292770,2022-04-02,VIP,BOGOTÁ,817
1795,57484197M,2022-12-07,PREMIUM ,MEDELLÍN,648
1796,46785218,2025-10-21,C,BARRANQUILLA,819
1797,97302483,2024-07-03,PREMIUM ,CALI,474
1798,47175852,2023-04-17,VIP,BOGOTA,435
1799,25111500,2026-02-11,B,CALI,494
1800,44806093,2023-05-10,PREMIUM,CALI,632
1801,58503110,2023-11-04,A,MEDELLÍN,314
1802,65043685,2022-03-04,B,BOGOTA,525
1803,53036055,2022-03-01,C,MEDELLÍN,412
1804,71569024,2022-10-07,VIP,BOGOTÁ,565
1805,82062663,2025-04-20,A,BOGOTÁ,668
1806,68570763,2022-01-23,PREMIUM,CALI,644
1807,75431227,2022-04-30,VIP,BOGOTÁ,793
1808,52197411,2025-10-09,B,CALI,470
1809,53105220,2023-04-08,VIP,CALI,726
1810,85404817,2024-05-03,PREMIUM,MEDELLÍN,1040
1811,79319994,2022-06-18,B,BOGOTÁ,743
1812,70921272,2025-08-25,VIP,CALI,391
1813,90086071,2025-11-01,C,BOGOTA,454
1814,41905928,2023-06-04,VIP,BARRANQUILLA,531
1815,83525979,2023-02-24,PREMIUM,BOGOTÁ,780
1816,99473837,2023-06-02,C,BOGOTÁ,548
1817,53714543,2023-08-13,PREMIUM,CALI,622
1818,34093575,2022-02-25,VIP,MEDELLÍN,817
1819,87941341,2022-08-07,PREMIUM ,CALI,728
1820,66925892,2025-09-25,PREMIUM ,BARRANQUILLA,836
1821,79853550,2023-11-30,VIP,BARRANQUILLA,365
1822,37229553,2024-07-12,VIP,BOGOTA,474
1823,53958766,2023-01-12,C,BARRANQUILLA,413
1824,36576632,2022-12-07,C,BARRANQUILLA,738
1825,63355494,2024-08-31,C,CALI,608
1826,87836661,2025-07-02,A,MEDELLÍN,727
1827,34556224,2022-08-01,PREMIUM,BARRANQUILLA,739
1828,62056502,2023-08-20,PREMIUM,BOGOTÁ,588
1829,33507635,2022-12-28,VIP,BOGOTA,552
1830,94597796,2025-10-16,PREMIUM,BOGOTA,709
1831,51096674,2024-07-08,VIP,BARRANQUILLA,467
1832,93800357,2023-05-07,C,BARRANQUILLA,642
1833,53883023,2024-12-28,VIP,MEDELLÍN,839
1834,44401837,2022-02-18,C,BOGOTA,535
1835,60565110,2025-11-27,C,BOGOTA,513
1836,13401447,2025-12-17,PREMIUM,MEDELLÍN,384
1837,55643397A,2022-05-25,C,BOGOTÁ,363
1838,74650154,2022-11-26,VIP,BOGOTÁ,651
1839,15002828,2022-01-25,PREMIUM,BOGOTÁ,790
1840,32367456,2023-08-16,PREMIUM ,CALI,1002
1841,20782554,2023-02-04,VIP,BOGOTÁ,765
1842,74419118,2024-04-09,PREMIUM,CALI,734
1843,28371718,2022-02-25,VIP,BOGOTÁ,349
1844,15982547,2024-05-15,A,CALI,646
1845,87571418,2025-11-03,C,BARRANQUILLA,544
1846,36427192,2023-02-02,B,BOGOTÁ,832
1847,66586535,2022-11-07,C,BOGOTÁ,411
1848,45141974,2024-06-01,A,BOGOTA,400
1849,33834000,2023-07-29,PREMIUM ,BOGOTÁ,327
1850,39783576,2025-04-29,C,CALI,357
1851,17581002,2023-05-06,C,CALI,548
1852,78110885,2023-11-09,A,BOGOTA,374
1853,27069223,2022-05-13,A,MEDELLÍN,802
1854,12928785,2023-09-11,PREMIUM,BARRANQUILLA,540
1855,11612119,2024-03-20,A,MEDELLÍN,334
1856,83385984,2024-12-18,B,BOGOTA,452
1857,86943867,2024-10-17,VIP,BOGOTA,425
1858,77252568,2024-02-28,PREMIUM ,BOGOTÁ,520
1859,86864536,2022-11-02,A,MEDELLÍN,827
1860,39169138,2024-10-27,C,BOGOTÁ,341
1861,90735137,2022-03-27,VIP,BOGOTA,738
1862,11286188,2023-02-22,VIP,CALI,320
1863,91779560H,2024-08-18,PREMIUM ,BOGOTÁ,347
1864,28561310,2024-08-27,B,MEDELLÍN,309
1865,80770961,2022-06-08,VIP,BOGOTÁ,680
1866,57628766,2024-09-22,PREMIUM ,BARRANQUILLA,314
1867,94739239G,2024-06-09,VIP,BOGOTA,820
1868,84757256,2022-04-10,C,BOGOTÁ,453
1869,78709584,2025-09-30,PREMIUM ,BOGOTÁ,571
1870,57980339,2025-06-18,B,BOGOTA,368
1871,37135236,2024-06-07,C,BOGOTÁ,378
1872,25371868,2024-01-10,C,BOGOTA,824
1873,83735788,2022-10-26,VIP,BOGOTÁ,629
1874,35646174,2025-12-15,A,BOGOTÁ,307
1875,87184495,2022-05-02,VIP,MEDELLÍN,490
1876,64244317,2025-05-29,B,BOGOTA,416
1877,18164962U,2022-07-09,B,BOGOTA,784
1878,75978252,2025-02-09,VIP,BOGOTA,463
1879,53004556,2024-08-20,A,MEDELLÍN,567
1880,97258185,2025-12-09,PREMIUM,MEDELLÍN,807
1881,52973491,2022-12-24,PREMIUM ,CALI,498
1882,29038007,2022-12-03,B,BARRANQUILLA,786
1883,56984860,2025-08-25,VIP,BOGOTÁ,505
1884,58482500U,2023-12-14,PREMIUM,CALI,388
1885,78969235,2025-07-26,VIP,BARRANQUILLA,482
1886,76395265,2023-10-03,PREMIUM ,BARRANQUILLA,312
1887,40147291,2022-04-23,PREMIUM ,BARRANQUILLA,405
1888,29138117,2024-07-06,A,BOGOTÁ,398
1889,91952330,2025-04-01,PREMIUM,BOGOTA,491
1890,67873362,2023-09-10,B,BARRANQUILLA,766
1891,57809902,2025-09-29,A,BOGOTÁ,617
1892,22896471,2025-04-02,A,CALI,660
1893,69304974,2023-07-15,VIP,BARRANQUILLA,516
1894,75256994,2025-05-26,VIP,BARRANQUILLA,482
1895,16297042,2024-11-10,VIP,BOGOTA,818
1896,38862768,2025-11-01,VIP,BARRANQUILLA,443
1897,84798069,2024-07-05,PREMIUM,BARRANQUILLA,531
1898,12098729,2025-08-31,PREMIUM,BOGOTÁ,572
1899,74201676,2022-11-29,B,BOGOTÁ,306
1900,26465417,2024-09-20,VIP,BOGOTÁ,935
1901,22124055,2025-10-09,A,MEDELLÍN,514
1902,77259517,2024-04-05,B,CALI,738
1903,99013399,2022-04-15,A,BOGOTÁ,630
1904,15088539,2022-11-18,PREMIUM ,BARRANQUILLA,374
1905,32074556,2023-07-19,PREMIUM,BOGOTA,377
1906,73938137,2024-08-03,PREMIUM ,BOGOTA,320
1907,36043575,2023-11-16,A,BARRANQUILLA,521
1908,45432211,2023-03-05,PREMIUM,CALI,411
1909,38720008,2022-10-15,A,BOGOTÁ,490
1910,19941699,2025-02-06,PREMIUM ,CALI,334
1911,67340290,2024-06-14,PREMIUM,MEDELLÍN,536
1912,78417030,2026-02-19,PREMIUM ,BOGOTÁ,582
1913,38886746,2022-09-15,VIP,BOGOTÁ,763
1914,46065451,2022-12-31,VIP,MEDELLÍN,386
1915,97594281,2025-09-08,PREMIUM,BOGOTA,783
1916,57732712,2025-07-26,C,CALI,682
1917,60736559,2025-07-11,A,MEDELLÍN,947
1918,60042301,2022-08-06,VIP,BOGOTA,415
1919,73406526O,2022-08-23,A,BARRANQUILLA,667
1920,78470076,2023-01-28,C,BOGOTÁ,714
1921,28380560,2024-04-28,VIP,CALI,323
1922,88419793,2024-03-04,A,CALI,349
1923,68445297,2023-02-13,VIP,CALI,634
1924,35967642Q,2024-08-07,VIP,BOGOTA,570
1925,37384611,2025-01-29,VIP,BARRANQUILLA,546
1926,29878589,2023-06-12,PREMIUM,BOGOTA,660
1927,47967335,2022-08-20,PREMIUM ,BARRANQUILLA,651
1928,56021853,2024-08-23,C,BARRANQUILLA,300
1929,34219726,2025-03-23,C,MEDELLÍN,535
1930,11467256,2023-01-25,PREMIUM,MEDELLÍN,648
1931,58145489,2024-01-17,PREMIUM ,BOGOTÁ,801
1932,51280408,2026-02-06,C,CALI,849
1933,70084615K,2025-04-16,B,BOGOTA,646
1934,32575489,2022-05-11,PREMIUM ,BOGOTA,508
1935,39619149,2023-01-30,A,BOGOTA,393
1936,78471380,2024-01-25,B,CALI,744
1937,32004757,2025-04-20,C,BOGOTA,590
1938,84288255,2023-10-26,VIP,CALI,572
1939,38549561,2025-10-13,VIP,BOGOTA,802
1940,65296596,2023-10-12,B,BOGOTÁ,781
1941,19878917,2023-02-23,B,BOGOTA,624
1942,72025363,2023-11-24,PREMIUM ,BOGOTÁ,747
1943,45482788,2024-03-13,VIP,BOGOTA,787
1944,88710185,2024-06-18,PREMIUM,BOGOTA,564
1945,65745877,2024-04-17,B,CALI,577
1946,59669558,2022-03-07,VIP,BOGOTÁ,456
1947,70598522,2025-03-30,PREMIUM,CALI,829
1948,66226686,2024-09-25,VIP,MEDELLÍN,396
1949,63226755,2023-02-10,C,BOGOTÁ,424
1950,55112602,2025-09-12,B,BARRANQUILLA,358
1951,77643497,2022-02-18,A,MEDELLÍN,404
1952,28641123,2022-01-24,PREMIUM,BOGOTA,617
1953,69642657,2023-03-08,A,MEDELLÍN,771
1954,82202252,2023-04-15,C,CALI,739
1955,73146677,2025-07-06,PREMIUM ,BOGOTÁ,412
1956,93050790,2024-12-21,A,BOGOTÁ,488
1957,20531792,2024-05-03,VIP,CALI,378
1958,75875125,2024-01-20,PREMIUM,CALI,798
1959,25962977,2025-06-17,PREMIUM,BOGOTÁ,370
1960,45324049,2024-07-18,VIP,BOGOTÁ,595
1961,15369337,2023-02-24,VIP,BOGOTA,492
1962,69187251,2023-08-18,C,BARRANQUILLA,662
1963,24649817,2022-02-26,A,CALI,820
1964,81048489,2024-03-31,PREMIUM,BOGOTÁ,734
1965,88490821,2024-09-06,B,MEDELLÍN,427
1966,74526295,2023-11-03,C,BARRANQUILLA,710
1967,69686581,2022-04-29,A,BARRANQUILLA,540
1968,73640087,2022-02-26,A,CALI,683
1969,53426742,2023-06-07,B,CALI,585
1970,13886613,2022-10-03,C,BARRANQUILLA,758
1971,90143858,2024-08-15,A,BOGOTÁ,724
1972,66052321,2022-11-26,PREMIUM ,BOGOTÁ,842
1973,80438646,2025-05-23,VIP,BOGOTÁ,421
1974,19143589,2024-11-06,C,BOGOTÁ,697
1975,44517976,2023-01-13,PREMIUM ,BOGOTÁ,506
1976,51049527,2024-07-31,PREMIUM ,BARRANQUILLA,577
1977,44512811,2023-01-09,PREMIUM,CALI,781
1978,21290492,2024-03-12,PREMIUM ,MEDELLÍN,776
1979,75955748,2025-08-25,B,BARRANQUILLA,620
1980,43399680,2023-12-24,PREMIUM ,BOGOTÁ,518
1981,78270004,2024-10-16,PREMIUM ,BOGOTÁ,827
1982,21042682,2023-03-10,PREMIUM,BOGOTÁ,360
1983,66817319,2023-10-26,VIP,BARRANQUILLA,837
1984,93505216,2022-08-03,PREMIUM ,MEDELLÍN,470
1985,40601080,2022-04-07,C,BARRANQUILLA,834
1986,60335659,2025-11-04,VIP,CALI,626
1987,43150798,2024-07-10,A,BOGOTÁ,1105
1988,44157583,2024-06-22,PREMIUM ,BOGOTÁ,626
1989,26091794,2023-04-23,VIP,CALI,301
1990,39092273,2023-02-11,B,MEDELLÍN,424
1991,24367204,2023-12-13,PREMIUM ,BOGOTÁ,449
1992,31277544,2025-10-14,VIP,BARRANQUILLA,639
1993,77840500,2022-10-17,PREMIUM,BOGOTÁ,357
1994,61017938,2023-01-26,VIP,CALI,344
1995,46771094,2022-03-19,PREMIUM,CALI,834
1996,87951366,2026-01-24,PREMIUM ,BOGOTA,343
1997,46838169,2023-06-21,VIP,BOGOTÁ,396
1998,61954211,2025-08-19,A,BARRANQUILLA,518
1999,89268932,2023-10-26,B,BOGOTÁ,429
2000,63719638,2022-11-30,C,MEDELLÍN,633
1861,90735137,2022-03-27,VIP,BOGOTA,738
354,23769205,2025-10-29,VIP,BOGOTA,412
1334,13452814,2025-01-04,PREMIUM ,BARRANQUILLA,681
906,29339821,2025-10-01,PREMIUM ,CALI,849
1290,45580542,2022-11-20,VIP,CALI,574
1274,14469353,2025-08-28,PREMIUM,BOGOTA,561
939,64441451,2022-11-22,VIP,CALI,493
1732,17775679,2022-09-25,C,BARRANQUILLA,668
66,16659908,2023-06-14,PREMIUM ,BOGOTA,497
1324,98589935,2022-03-28,PREMIUM,BARRANQUILLA,344
